# 2015-02-02: Prices/Volumes for EEX Power Futures
#  
# Data type(ST);Trading Date;Creation Time
# Data type(PR);Product;Unit;Delivery Period;Delivery Start;Delivery End;Contract Volume;Open Price;High Price;Low Price;Last Price;Settlement Price;Best Bid Price;Best Bid No Of Contracts;Best Ask Price;Best Ask No Of Contracts;Traded Volume;Traded Contracts;Number Of Trades;Open Interest Volume;Open Interest Contracts
# Data type(OT);Product;Unit;Delivery Period;Delivery Start;Delivery End;Contract Volume;Traded Volume;Traded Contracts;Number Of Trades
# Data type(AL);Number of Lines
#  
ST;2015-02-02;2015-02-02T19:30:18+01:00
PR;F2PM;EUR/MWh;2015.05;2015-05-01;2015-05-29;252;;;;;35,00;0,00;0;0,00;0;0;0;0;0;0
PR;F2PM;EUR/MWh;2015.06;2015-06-01;2015-06-30;264;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2PM;EUR/MWh;2015.07;2015-07-01;2015-07-31;276;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2PM;EUR/MWh;2015.08;2015-08-03;2015-08-31;252;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2PQ;EUR/MWh;2015.04;2015-04-01;2015-06-30;780;;;;;38,13;0,00;0;0,00;0;0;0;0;0;0
PR;F2PQ;EUR/MWh;2015.07;2015-07-01;2015-09-30;792;;;;;38,88;0,00;0;0,00;0;0;0;0;0;0
PR;F2PQ;EUR/MWh;2015.10;2015-10-01;2015-12-31;792;;;;;54,38;0,00;0;0,00;0;0;0;0;0;0
PR;F2PQ;EUR/MWh;2016.01;2016-01-01;2016-03-31;780;;;;;55,98;0,00;0;0,00;0;0;0;0;0;0
PR;F2PQ;EUR/MWh;2016.04;2016-04-01;2016-06-30;780;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2PQ;EUR/MWh;2016.07;2016-07-01;2016-09-30;792;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2PQ;EUR/MWh;2016.10;2016-10-03;2016-12-30;780;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2PY;EUR/MWh;2016.01;2016-01-01;2016-12-30;3132;;;;;47,00;0,00;0;0,00;0;0;0;0;0;0
PR;F2PY;EUR/MWh;2017.01;2017-01-02;2017-12-29;3120;;;;;47,75;0,00;0;0,00;0;0;0;0;0;0
PR;F2PY;EUR/MWh;2018.01;2018-01-01;2018-12-31;3132;;;;;48,88;0,00;0;0,00;0;0;0;0;0;0
PR;F2PY;EUR/MWh;2019.01;2019-01-01;2019-12-31;3132;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2PY;EUR/MWh;2020.01;2020-01-01;2020-12-31;3144;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2PY;EUR/MWh;2021.01;2021-01-01;2021-12-31;3132;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;FDBM;EUR/MWh;2015.02;2015-02-01;2015-02-28;672;;;;;52,76;0,00;0;0,00;0;0;0;0;6183744;9202
PR;FDBM;EUR/MWh;2015.03;2015-03-01;2015-03-31;743;;;;;47,70;47,25;5;48,00;5;0;0;0;5323595;7165
PR;FDBM;EUR/MWh;2015.04;2015-04-01;2015-04-30;720;;;;;44,80;44,30;5;45,30;5;0;0;0;32400;45
PR;FDBM;EUR/MWh;2015.05;2015-05-01;2015-05-31;744;;;;;42,00;41,50;5;42,50;5;0;0;0;0;0
PR;FDBM;EUR/MWh;2015.06;2015-06-01;2015-06-30;720;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;FDBM;EUR/MWh;2015.07;2015-07-01;2015-07-31;744;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;FDBM;EUR/MWh;2015.08;2015-08-01;2015-08-31;744;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;FDBQ;EUR/MWh;2015.04;2015-04-01;2015-06-30;2184;44,00;44,00;44,00;44,00;43,73;43,25;5;44,25;5;10920;5;1;9434880;4320
PR;FDBQ;EUR/MWh;2015.07;2015-07-01;2015-09-30;2208;;;;;47,60;47,20;5;48,05;1;0;0;0;9580512;4339
PR;FDBQ;EUR/MWh;2015.10;2015-10-01;2015-12-31;2209;;;;;50,35;50,00;5;50,95;0;0;0;0;11086971;5019
PR;FDBQ;EUR/MWh;2016.01;2016-01-01;2016-03-31;2183;;;;;50,80;50,30;5;51,30;5;0;0;0;949605;435
PR;FDBQ;EUR/MWh;2016.04;2016-04-01;2016-06-30;2184;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;FDBQ;EUR/MWh;2016.07;2016-07-01;2016-09-30;2208;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;FDBQ;EUR/MWh;2016.10;2016-10-01;2016-12-31;2209;;;;;48,00;0,00;0;0,00;0;0;0;0;11045;5
PR;FDBY;EUR/MWh;2016.01;2016-01-01;2016-12-31;8784;45,85;45,85;45,85;45,85;46,00;45,50;5;46,25;5;43920;5;1;24586416;2799
PR;FDBY;EUR/MWh;2017.01;2017-01-01;2017-12-31;8760;;;;;44,85;44,35;5;45,35;5;0;0;0;1296480;148
PR;FDBY;EUR/MWh;2018.01;2018-01-01;2018-12-31;8760;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;FDBY;EUR/MWh;2019.01;2019-01-01;2019-12-31;8760;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;FDBY;EUR/MWh;2020.01;2020-01-01;2020-12-31;8784;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;FDBY;EUR/MWh;2021.01;2021-01-01;2021-12-31;8760;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;FB32;EUR/MWh;2015.02;2015-01-31;2015-01-31;24;;;;;29,81;0,00;0;0,00;0;0;0;0;8400;350
PR;FB01;EUR/MWh;2015.02;2015-02-01;2015-02-01;24;;;;;29,23;0,00;0;0,00;0;0;0;0;4800;200
PR;FB02;EUR/MWh;2015.02;2015-02-02;2015-02-02;24;;;;;42,38;0,00;0;0,00;0;0;0;0;13200;550
PR;FB03;EUR/MWh;2015.02;2015-02-03;2015-02-03;24;47,30;47,30;46,50;46,50;45,53;46,00;25;46,50;25;1200;50;2;0;0
PR;FB04;EUR/MWh;2015.02;2015-02-04;2015-02-04;24;50,25;50,25;50,15;50,15;49,00;50,00;25;49,50;25;7200;300;12;0;0
PR;FB05;EUR/MWh;2015.02;2015-02-05;2015-02-05;24;;;;;45,00;0,00;0;0,00;0;0;0;0;0;0
